,Title,Location,Area Per Sqft,Builder,Status,Price in Lakhs
11822,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11823,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11824,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11825,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11826,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11827,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11828,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11829,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11830,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11831,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11832,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11833,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11834,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11835,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11836,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11837,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11838,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11839,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11840,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11841,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11842,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11843,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11844,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11845,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11846,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11847,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11848,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11849,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11850,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11851,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11852,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11853,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11854,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11855,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11856,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11857,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11858,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11859,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11860,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11861,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11862,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11863,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11864,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11865,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11866,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11867,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11868,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11869,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11870,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11871,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11872,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11873,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11874,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11875,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11876,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11877,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11878,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11879,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11880,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11881,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11882,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11883,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11884,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11885,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11886,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11887,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11888,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11889,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11890,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11891,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11892,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11893,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11894,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11895,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11896,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11897,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11898,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11899,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11900,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11901,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11902,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11903,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11904,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11905,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11906,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11907,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11908,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11909,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11910,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11911,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11912,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11913,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11914,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11915,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11916,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11917,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11918,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11919,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11920,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11921,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11922,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11923,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11924,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11925,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11926,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11927,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11928,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11929,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11930,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11931,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11932,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11933,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11934,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11935,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11936,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11937,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11938,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11939,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11940,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11941,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11942,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11943,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11944,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11945,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11946,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11947,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11948,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11949,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11950,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11951,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11952,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11953,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11954,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11955,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11956,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11957,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11958,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11959,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11960,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11961,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11962,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11963,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11964,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11965,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11966,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11967,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11968,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11969,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11970,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11971,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11972,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11973,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11974,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11975,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11976,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11977,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11978,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11979,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
11980,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
11981,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
11982,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
11983,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
11984,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
11985,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
11986,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
11987,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
11988,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
11989,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
11990,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
11991,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
11992,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
11993,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
11994,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
11995,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
11996,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
11997,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
11998,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
11999,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
12000,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
12001,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
12002,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
12003,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
12004,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
12005,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
12006,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
12007,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
12008,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
12009,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
12010,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
12011,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
12012,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
12013,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
12014,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
12015,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
12016,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
12017,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
12018,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
12019,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
12020,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
12021,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
12022,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
12023,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
12024,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
12025,4 BHK Apartment,Hebbal,3880 ,SNN Builders,Ready to move,288.0
12026,3 BHK Apartment,RR Nagar,1641 ,Navami Builders and Developers,Under Construction,115.99999999999999
12027,3 BHK Apartment,Harlur,894 ,Iconhomz,Under Construction,67.05
12028,4 BHK Apartment,Sarjapur Road Post Railway Crossing,3197 ,Mana Projects Pvt Ltd,Under Construction,256.0
12029,3 BHK Apartment,Whitefield Hope Farm Junction,973 ,Sowparnika Projects,Under Construction,42.81
12030,Residential Plot,Koramangala,2325 ,Salarpuria Sattva,New,59.86
12031,3 BHK Apartment,Attibele,1410 ,GR Constructions,Under Construction,63.32
12032,3 BHK Apartment,Kogilu,2350 ,Legacy Global Projects Pvt Ltd,Ready to move,152.0
12033,2 BHK Apartment,Jakkur,835 ,Sai Kalyan Builders and Developers Pvt Ltd,Under Construction,71.48
12034,2 BHK Apartment,Ramamurthy Nagar,986 ,Japee Consultant india Pvt,Under Construction,32.53
12035,3 BHK Apartment,Jalahalli,1605 ,Renaissance Holdings,Under Construction,112.99999999999999
12036,Residential Plot,Chikballapur,1500 ,NBR Group,New,39.42
12037,2 BHK Apartment,Kengeri,870 ,Vaastu Structures,Under Construction,39.95
12038,Residential Plot,Marsur,4000 ,J R Housing Developers,New,144.0
12039,4 BHK Apartment,Thanisandra,2427 ,Puravankara Limited,Under Construction,145.0
12040,Residential Plot,Anekal City,835 ,RBD Shelters,New,15.0
12041,1 BHK Apartment,Brookefield,739 ,Raja Housing,Under Construction,50.44
12042,2 BHK Apartment,Electronic City Phase 1,1032 ,DS-MAX Properties,Under Construction,30.96
12043,3 BHK Apartment,Krishnarajapura,1833 ,Togetherments Infra Pvt Ltd,Under Construction,128.0
12044,2 BHK Apartment,Whitefield Hope Farm Junction,1238 ,SBB Group,Under Construction,75.84
